number 	label count company index
02195559	 推销	 699	 0	 6
075533688542	 骚扰电话	 205	 0	 10
02138130003	 快递	 86	 0	 8
051588232283	 骚扰电话	 477	 0	 10
075561555795	 骚扰电话	 205	 0	 10
057610086	 推销	 299	 0	 6
01095542	 推销	 16252	 0	 6
075510016	 推销	 755	 0	 6
02910109600	 推销	 6042	 0	 6
4001880588	 推销	 5533	 0	 6
051285660889	 推销	 592	 0	 6
10001	 null	 0	 中国电信自助服务热线	 0
4001111111	 null	 0	 和谐健康客服电话	 0
075561578989	 骚扰电话	 190	 0	 10
95522
4001023882	 骚扰电话	 4669	 0	 10
075561569801	 诈骗	 1232	 0	 1
95508	 null	 0	 广东发展银行	 0
13695235110
01053256328	 骚扰电话	 305	 0	 10
+0000
02195508	 推销	 332	 0	 6
02095508	 推销	 257	 0	 6
63333	 null	 0	 家天下房产	 0
04000818818	 骚扰电话	 2000	 0	 10
4000095535	 骚扰电话	 3822	 0	 10
075561922843	 骚扰电话	 517	 0	 10
+0195886201	 骚扰电话	 23	 0	 10
62222	 骚扰电话	 19	 0	 10
01095568	 推销	 334	 0	 6
02160846462	 保险	 31	 0	 2
04008777777	 骚扰电话	 1285	 0	 10
66688	 推销	 22	 0	 6
4008005800	 骚扰电话	 1621	 0	 10
01010016	 推销	 815	 0	 6
66555	 骚扰电话	 17	 0	 10
95510	 null	 0	 阳光保险	 0
15900160803
02195049	 骚扰电话	 533	 0	 10
05923016060	 骚扰电话	 203	 0	 10
059162701209	 骚扰电话	 1219	 0	 10
66001	 推销	 20	 0	 6
02131156810
66111	 骚扰电话	 23	 0	 10
02161611122	 推销	 319	 0	 6
01057995999	 推销	 1755	 0	 6
02195549	 推销	 4708	 0	 6
66789	 骚扰电话	 17	 0	 10
66668	 骚扰电话	 18	 0	 10
02160430115
02131169999	 推销	 1782	 0	 6
075536991441	 骚扰电话	 968	 0	 10
699999	 快递	 23	 0	 8
66777	 骚扰电话	 17	 0	 10
051282140510	 骚扰电话	 1185	 0	 10
02135317012	 推销	 1568	 0	 6
60000	 诈骗	 12	 0	 1
61001	 推销	 16	 0	 6
95500	 null	 0	 中国太平洋人寿保险股份有限公司文山支公司	 0
669999	 其他	 28	 0	 9
4001859288	 骚扰电话	 1442	 0	 10
95590	 null	 0	 大地财产保险股份有限公司潮州分公司	 0
02028846401	 快递	 58	 0	 8
4008115226	 诈骗	 3508	 0	 1
61888	 骚扰电话	 16	 0	 10
09420143005
02195500	 推销	 792	 0	 6
13991911861	 推销	 1399	 0	 6
0116114	 推销	 1100	 0	 6
12580	 null	 0	 客服电话	 0
075533595558	 推销	 453	 0	 6
66000	 骚扰电话	 19	 0	 10
666999	 其他	 33	 0	 9
010016	 骚扰电话	 567	 0	 10
01068899103	 推销	 2597	 0	 6
4001001895	 房屋中介	 2929	 0	 4
02034197526	 推销	 470	 0	 6
+989364112443
66333	 骚扰电话	 14	 0	 10
4001119999	 推销	 1781	 0	 6
075533395558	 推销	 299	 0	 6
075595522	 推销	 2122	 0	 6
02010131818	 推销	 3904	 0	 6
02081164580	 骚扰电话	 482	 0	 10
4000100520	 骚扰电话	 1370	 0	 10
01053256329	 骚扰电话	 84	 0	 10
96138	 null	 0	 饶平县农村信用合作联社高堂信用社	 0
02568093092	 推销	 211	 0	 6
076910010	 推销	 358	 0	 6
18511535967
02120219977	 骚扰电话	 917	 0	 10
051282140530	 推销	 326	 0	 6
01011616666	 推销	 5387	 0	 6
13883356067
02157803751	 推销	 1969	 0	 6
051085381919	 快递	 3434	 0	 8
68001	 骚扰电话	 13	 0	 10
+000196852202	 诈骗	 797	 0	 1
666777	 快递	 28	 0	 8
66002	 骚扰电话	 24	 0	 10
61002	 诈骗	 15	 0	 1
02095500	 推销	 2143	 0	 6
02996069	 骚扰电话	 3203	 0	 10
02110016	 推销	 407	 0	 6
02131163202	 骚扰电话	 156	 0	 10
4008468881	 推销	 2823	 0	 6
4008915002	 骚扰电话	 1920	 0	 10
01095558	 推销	 287	 0	 6
04008688888	 保险	 979	 0	 2
0104008777777	 保险	 602	 0	 2
667788	 骚扰电话	 22	 0	 10
118312	 骚扰电话	 651	 0	 10
66008	 诈骗	 19	 0	 1
02160390948	 骚扰电话	 162	 0	 10
4008040010	 骚扰电话	 1714	 0	 10
05368089999	 快递	 80	 0	 8
075533688534	 骚扰电话	 521	 0	 10
02081169502	 骚扰电话	 855	 0	 10
073110016	 推销	 18	 0	 6
4007285588	 推销	 256	 0	 6
02151021706	 骚扰电话	 1102	 0	 10
0214007207888	 推销	 408	 0	 6
075533320187	 骚扰电话	 149	 0	 10
02131163196	 骚扰电话	 1114	 0	 10
075533512084	 骚扰电话	 148	 0	 10
031595542	 骚扰电话	 164	 0	 10
01095518	 保险	 92	 0	 2
66006	 骚扰电话	 11	 0	 10
4000186321	 骚扰电话	 1319	 0	 10
+989125801813
02161954018	 推销	 299	 0	 6
+882414411018	 骚扰电话	 58	 0	 10
073182168800	 推销	 419	 0	 6
118168	 骚扰电话	 774	 0	 10
02759233500
18101095380
667777	 快递	 15	 0	 8
075533095511	 推销	 916	 0	 6
057989185177	 诈骗	 143	 0	 1
66222	 推销	 15	 0	 6
057110000	 推销	 304	 0	 6
02810000	 诈骗	 52	 0	 1
690001	 其他	 27	 0	 9
4008268215	 推销	 372	 0	 6
4009333333	 null	 0	 艺龙旅行网	 0
60001	 诈骗	 14	 0	 1
+881835311351	 骚扰电话	 78	 0	 10
66669	 骚扰电话	 20	 0	 10
66009	 骚扰电话	 9	 0	 10
02031057523	 骚扰电话	 248	 0	 10
4001011893	 骚扰电话	 517	 0	 10
01056228355	 骚扰电话	 200	 0	 10
02138510077	 推销	 449	 0	 6
654321	 快递	 21	 0	 8
02160430113
66003	 其他	 10	 0	 9
02195510	 骚扰电话	 593	 0	 10
61000	 诈骗	 11	 0	 1
01010086	 推销	 918	 0	 6
02310010	 诈骗	 121	 0	 1
02131369393	 骚扰电话	 417	 0	 10
4008205881	 推销	 704	 0	 6
666555	 其他	 32	 0	 9
073110086	 推销	 437	 0	 6
01053561108	 骚扰电话	 415	 0	 10
4007207888	 推销	 454	 0	 6
057185025188	 推销	 194	 0	 6
69888	 骚扰电话	 10	 0	 10
05923920520	 骚扰电话	 544	 0	 10
65888	 推销	 10	 0	 6
66066	 骚扰电话	 12	 0	 10
02158772999	 骚扰电话	 164	 0	 10
4001098003	 骚扰电话	 759	 0	 10
01053502315	 推销	 892	 0	 6
02595511	 保险	 82	 0	 2
18620674772
68666	 诈骗	 15	 0	 1
665555	 骚扰电话	 15	 0	 10
02138695888	 骚扰电话	 156	 0	 10
02120219921
02759756200	 推销	 245	 0	 6
666668	 其他	 27	 0	 9
+0017901	 骚扰电话	 3602	 0	 10
02038965423	 骚扰电话	 397	 0	 10
037160127546
18299260262
661111	 其他	 17	 0	 9
68999	 推销	 8	 0	 6
051095510
075595555	 金融理财	 7	 0	 3
075533995558	 推销	 833	 0	 6
66366	 骚扰电话	 11	 0	 10
06315711620
66188	 骚扰电话	 10	 0	 10
677777	 其他	 16	 0	 9
04007150053	 骚扰电话	 1341	 0	 10
02138695533	 骚扰电话	 141	 0	 10
02510086	 推销	 292	 0	 6
051210000	 骚扰电话	 169	 0	 10
04009668668	 骚扰电话	 189	 0	 10
611111	 其他	 19	 0	 9
13891921860	 null	 0	 铁蛋葫芦头泡馍	 0
02126107000	 诈骗	 1050	 0	 1
61666	 推销	 15	 0	 6
66005	 骚扰电话	 10	 0	 10
+0001901212	 骚扰电话	 1627	 0	 10
010118114	 推销	 81	 0	 6
61008	 诈骗	 11	 0	 1
02131367145	 骚扰电话	 651	 0	 10
02034839989	 推销	 767	 0	 6
4008793020	 推销	 611	 0	 6
68111	 诈骗	 7	 0	 1
666111	 诈骗	 17	 0	 1
05925896333	 推销	 150	 0	 6
60002	 骚扰电话	 13	 0	 10
075526613636	 推销	 162	 0	 6
61006	 推销	 9	 0	 6
02160527785	 骚扰电话	 236	 0	 10
01080703600	 骚扰电话	 444	 0	 10
15034755795
02566996699	 诈骗	 17	 0	 1
67888	 骚扰电话	 18	 0	 10
61777	 骚扰电话	 11	 0	 10
61999	 诈骗	 8	 0	 1
96121	 null	 0	 天气预报查询电话	 0
4008195599	 骚扰电话	 110	 0	 10
+882414411025	 骚扰电话	 89	 0	 10
66007	 骚扰电话	 10	 0	 10
4008852552	 诈骗	 1706	 0	 1
09450001972
66123	 推销	 16	 0	 6
690003	 骚扰电话	 24	 0	 10
690002	 骚扰电话	 20	 0	 10
66661	 推销	 10	 0	 6
01058309199	 骚扰电话	 315	 0	 10
61003	 推销	 9	 0	 6
4008827266	 骚扰电话	 196	 0	 10
075595510	 推销	 5248	 0	 6
61010	 骚扰电话	 16	 0	 10
04006600256	 骚扰电话	 509	 0	 10
4000131616	 诈骗	 1459	 0	 1
68899	 其他	 9	 0	 9
68006	 骚扰电话	 6	 0	 10
02364095597
62888	 骚扰电话	 12	 0	 10
66369	 骚扰电话	 6	 0	 10
05923016022	 骚扰电话	 68	 0	 10
11616666	 骚扰电话	 636	 0	 10
05514008040010	 骚扰电话	 1665	 0	 10
61005	 其他	 8	 0	 9
075561555000	 诈骗	 101	 0	 1
66678	 诈骗	 9	 0	 1
1183999	 骚扰电话	 404	 0	 10
661602
075566610086	 推销	 2691	 0	 6
63538
66168	 推销	 9	 0	 6
660001	 其他	 19	 0	 9
69666	 推销	 12	 0	 6
668007	 其他	 5	 0	 9
66699	 推销	 11	 0	 6
059110000	 推销	 80	 0	 6
+019082213	 骚扰电话	 65	 0	 10
10106696	 推销	 854	 0	 6
69989	 骚扰电话	 3	 0	 10
075561299222	 诈骗	 472	 0	 1
65666	 骚扰电话	 12	 0	 10
15397128107	 骚扰电话	 595	 0	 10
01010155	 推销	 588	 0	 6
18928218093
18005375189
666000	 其他	 18	 0	 9
02123094493	 快递	 18	 0	 8
01056954790	 推销	 419	 0	 6
02028846411	 骚扰电话	 36	 0	 10
051282602940	 诈骗	 141	 0	 1
663333	 其他	 23	 0	 9
051267041758	 推销	 141	 0	 6
02133199019	 骚扰电话	 10	 0	 10
66010	 其他	 7	 0	 9
66018	 诈骗	 6	 0	 1
68777	 骚扰电话	 11	 0	 10
63888	 诈骗	 4	 0	 1
13800596509	 骚扰电话	 251	 0	 10
66088	 推销	 10	 0	 6
02157837712	 骚扰电话	 934	 0	 10
4001664008	 骚扰电话	 273	 0	 10
075533987193	 推销	 881	 0	 6
0017901	 骚扰电话	 3602	 0	 10
4000031098	 推销	 27901	 0	 6
07505613698
67999	 骚扰电话	 7	 0	 10
073188510086	 推销	 464	 0	 6
02583500080	 快递	 25	 0	 8
055110016	 推销	 383	 0	 6
12590155	 推销	 451	 0	 6
61009	 推销	 8	 0	 6
62001	 骚扰电话	 9	 0	 10
4001130080	 推销	 1217	 0	 6
68889	 骚扰电话	 7	 0	 10
01053565888	 骚扰电话	 635	 0	 10
660008	 快递	 12	 0	 8
076028128999	 骚扰电话	 245	 0	 10
66618	 骚扰电话	 7	 0	 10
666699	 其他	 9	 0	 9
09423729064
02066226688	 骚扰电话	 902	 0	 10
18308787342
68000	 骚扰电话	 11	 0	 10
68688	 推销	 11	 0	 6
02810016	 快递	 29	 0	 8
051068170203	 骚扰电话	 879	 0	 10
02160317451	 推销	 24	 0	 6
051610000	 骚扰电话	 85	 0	 10
037195522	 推销	 872	 0	 6
087110016	 骚扰电话	 130	 0	 10
68008	 推销	 11	 0	 6
68886	 诈骗	 11	 0	 1
66788	 骚扰电话	 9	 0	 10
13768249760
66020	 推销	 7	 0	 6
02124099090	 骚扰电话	 585	 0	 10
01088770088	 推销	 1088	 0	 6
02151069999	 快递	 17	 0	 8
66166	 骚扰电话	 8	 0	 10
66667	 骚扰电话	 8	 0	 10
0201015696	 骚扰电话	 623	 0	 10
075582380730	 推销	 114	 0	 6
4001678288	 骚扰电话	 94	 0	 10
66288	 诈骗	 11	 0	 1
62777	 推销	 7	 0	 6
15010154987
02138690588	 推销	 78	 0	 6
+60176154023
02161136668	 推销	 387	 0	 6
61222	 其他	 6	 0	 9
66011	 诈骗	 11	 0	 1
655555	 快递	 21	 0	 8
64444	 骚扰电话	 15	 0	 10
15510046942
01053562116	 推销	 318	 0	 6
15216765207
69000	 诈骗	 5	 0	 1
69919	 推销	 4	 0	 6
660000	 其他	 18	 0	 9
68002	 骚扰电话	 11	 0	 10
4001540017	 诈骗	 318	 0	 1
100008	 快递	 46	 0	 8
64520
04009905555	 骚扰电话	 653	 0	 10
01088770055	 推销	 1180	 0	 6
62009	 骚扰电话	 4	 0	 10
666688	 骚扰电话	 14	 0	 10
13471980485
66588	 诈骗	 10	 0	 1
07503421051	 骚扰电话	 298	 0	 10
68686	 推销	 5	 0	 6
4008210998	 推销	 306	 0	 6
666669	 其他	 19	 0	 9
4008899315	 null	 0	 华凌客服	 0
62002	 骚扰电话	 9	 0	 10
66886	 骚扰电话	 12	 0	 10
622222	 其他	 17	 0	 9
61555	 骚扰电话	 13	 0	 10
15887889460
4008689689	 骚扰电话	 55	 0	 10
02126063795	 骚扰电话	 893	 0	 10
62270	 骚扰电话	 3	 0	 10
21542012	 推销	 251	 0	 6
02781615555	 推销	 50	 0	 6
68009	 诈骗	 6	 0	 1
076989241004	 骚扰电话	 9	 0	 10
66677	 骚扰电话	 17	 0	 10
02081164604	 骚扰电话	 958	 0	 10
4001659288	 骚扰电话	 103	 0	 10
624748
02495510	 骚扰电话	 257	 0	 10
65999	 诈骗	 9	 0	 1
4008268217	 推销	 356	 0	 6
671639
66566	 诈骗	 7	 0	 1
67890	 推销	 7	 0	 6
65777	 骚扰电话	 6	 0	 10
